host_time,hw_timestamp,id_hex,frame_type,dlc,error,data_hex
2026-05-16T19:54:07.257,440000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,450000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,460000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,470000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,480000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,490000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,500000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,510000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,520000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,530000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,540000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,550000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,560000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,570000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,580000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,590000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,600000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.257,610000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.257,620000,0X14300300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.257,630000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.257,640000,0X02000300,EXT/DATA,2,0,00 01
2026-05-16T19:54:07.257,650000,0X02000300,EXT/DATA,2,0,00 02
2026-05-16T19:54:07.257,660000,0X02000300,EXT/DATA,2,0,00 03
2026-05-16T19:54:07.257,670000,0X02000300,EXT/DATA,2,0,00 04
2026-05-16T19:54:07.257,680000,0X02000300,EXT/DATA,2,0,00 05
2026-05-16T19:54:07.257,690000,0X02000300,EXT/DATA,2,0,00 06
2026-05-16T19:54:07.257,700000,0X02000300,EXT/DATA,2,0,00 07
2026-05-16T19:54:07.257,710000,0X02000300,EXT/DATA,2,0,00 08
2026-05-16T19:54:07.257,720000,0X02000300,EXT/DATA,2,0,00 09
2026-05-16T19:54:07.257,730000,0X02000300,EXT/DATA,2,0,00 0A
2026-05-16T19:54:07.257,740000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.257,750000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.257,760000,0X14300300,EXT/DATA,2,0,0A 00
2026-05-16T19:54:07.257,770000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.257,780000,0X02000300,EXT/DATA,2,0,00 0B
2026-05-16T19:54:07.257,790000,0X02000300,EXT/DATA,2,0,00 0C
2026-05-16T19:54:07.257,800000,0X02000300,EXT/DATA,2,0,00 0D
2026-05-16T19:54:07.257,810000,0X02000300,EXT/DATA,2,0,00 0E
2026-05-16T19:54:07.257,820000,0X02000300,EXT/DATA,2,0,00 0F
2026-05-16T19:54:07.257,830000,0X02000300,EXT/DATA,2,0,00 10
2026-05-16T19:54:07.257,840000,0X02000300,EXT/DATA,2,0,00 11
2026-05-16T19:54:07.257,850000,0X02000300,EXT/DATA,2,0,00 12
2026-05-16T19:54:07.257,860000,0X02000300,EXT/DATA,2,0,00 13
2026-05-16T19:54:07.257,870000,0X02000300,EXT/DATA,2,0,00 14
2026-05-16T19:54:07.257,880000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.257,890000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.257,900000,0X14300300,EXT/DATA,2,0,14 00
2026-05-16T19:54:07.257,910000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.257,920000,0X02000300,EXT/DATA,2,0,00 15
2026-05-16T19:54:07.257,930000,0X02000300,EXT/DATA,2,0,00 16
2026-05-16T19:54:07.257,940000,0X02000300,EXT/DATA,2,0,00 17
2026-05-16T19:54:07.257,950000,0X02000300,EXT/DATA,2,0,00 18
2026-05-16T19:54:07.258,960000,0X02000300,EXT/DATA,2,0,00 19
2026-05-16T19:54:07.258,970000,0X02000300,EXT/DATA,2,0,00 1A
2026-05-16T19:54:07.258,980000,0X02000300,EXT/DATA,2,0,00 1B
2026-05-16T19:54:07.258,990000,0X02000300,EXT/DATA,2,0,00 1C
2026-05-16T19:54:07.258,1000000,0X02000300,EXT/DATA,2,0,00 1D
2026-05-16T19:54:07.258,1010000,0X02000300,EXT/DATA,2,0,00 1E
2026-05-16T19:54:07.258,1020000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1030000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1040000,0X14300300,EXT/DATA,2,0,1E 00
2026-05-16T19:54:07.258,1050000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.258,1060000,0X02000300,EXT/DATA,2,0,00 1F
2026-05-16T19:54:07.258,1070000,0X02000300,EXT/DATA,2,0,00 20
2026-05-16T19:54:07.258,1080000,0X02000300,EXT/DATA,2,0,00 21
2026-05-16T19:54:07.258,1090000,0X02000300,EXT/DATA,2,0,00 22
2026-05-16T19:54:07.258,1100000,0X02000300,EXT/DATA,2,0,00 23
2026-05-16T19:54:07.258,1110000,0X02000300,EXT/DATA,2,0,00 24
2026-05-16T19:54:07.258,1120000,0X02000300,EXT/DATA,2,0,00 25
2026-05-16T19:54:07.258,1130000,0X02000300,EXT/DATA,2,0,00 26
2026-05-16T19:54:07.258,1140000,0X02000300,EXT/DATA,2,0,00 27
2026-05-16T19:54:07.258,1150000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1160000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1170000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1180000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.258,1190000,0X1C0C0300,EXT/DATA,1,0,5F
2026-05-16T19:54:07.258,1200000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1210000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1220000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1230000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.258,1240000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.258,1250000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1260000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1270000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1280000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1290000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1300000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1310000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1320000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1330000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1340000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1350000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1360000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1370000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.258,1380000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.258,1390000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1400000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1410000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1420000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1430000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1440000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1450000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1460000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1470000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1480000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1490000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1500000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1510000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.258,1520000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.258,1530000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1540000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1550000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1560000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1570000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1580000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1590000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1600000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1610000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1620000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1630000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1640000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.258,1650000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.258,1660000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.258,1670000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1680000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1690000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1700000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1710000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1720000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1730000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1740000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1750000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.258,1760000,0X02000300,EXT/DATA,2,0,28 14
2026-05-16T19:54:07.258,1770000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.258,1780000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.259,1790000,0X14300300,EXT/DATA,2,0,3C 00
2026-05-16T19:54:07.259,1800000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.259,1810000,0X02000300,EXT/DATA,2,0,27 14
2026-05-16T19:54:07.259,1820000,0X02000300,EXT/DATA,2,0,26 14
2026-05-16T19:54:07.259,1830000,0X02000300,EXT/DATA,2,0,25 14
2026-05-16T19:54:07.259,1840000,0X02000300,EXT/DATA,2,0,24 14
2026-05-16T19:54:07.259,1850000,0X02000300,EXT/DATA,2,0,23 14
2026-05-16T19:54:07.259,1860000,0X02000300,EXT/DATA,2,0,22 14
2026-05-16T19:54:07.259,1870000,0X02000300,EXT/DATA,2,0,21 14
2026-05-16T19:54:07.259,1880000,0X02000300,EXT/DATA,2,0,20 14
2026-05-16T19:54:07.259,1890000,0X02000300,EXT/DATA,2,0,1F 14
2026-05-16T19:54:07.259,1900000,0X02000300,EXT/DATA,2,0,1E 14
2026-05-16T19:54:07.259,1910000,0X02000300,EXT/DATA,2,0,1D 14
2026-05-16T19:54:07.259,1920000,0X02000300,EXT/DATA,2,0,1C 14
2026-05-16T19:54:07.259,1930000,0X02000300,EXT/DATA,2,0,1B 14
2026-05-16T19:54:07.259,1940000,0X02000300,EXT/DATA,2,0,1A 14
2026-05-16T19:54:07.259,1950000,0X02000300,EXT/DATA,2,0,19 14
2026-05-16T19:54:07.259,1960000,0X02000300,EXT/DATA,2,0,18 14
2026-05-16T19:54:07.259,1970000,0X02000300,EXT/DATA,2,0,17 14
2026-05-16T19:54:07.259,1980000,0X02000300,EXT/DATA,2,0,16 14
2026-05-16T19:54:07.259,1990000,0X02000300,EXT/DATA,2,0,15 14
2026-05-16T19:54:07.259,2000000,0X02000300,EXT/DATA,2,0,14 14
2026-05-16T19:54:07.259,2010000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.259,2020000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.259,2030000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.259,2040000,0X1C0C0300,EXT/DATA,1,0,60
2026-05-16T19:54:07.259,2050000,0X02000300,EXT/DATA,2,0,13 14
2026-05-16T19:54:07.259,2060000,0X02000300,EXT/DATA,2,0,12 14
2026-05-16T19:54:07.259,2070000,0X02000300,EXT/DATA,2,0,11 14
2026-05-16T19:54:07.259,2080000,0X02000300,EXT/DATA,2,0,10 14
2026-05-16T19:54:07.259,2090000,0X02000300,EXT/DATA,2,0,0F 14
2026-05-16T19:54:07.259,2100000,0X02000300,EXT/DATA,2,0,0E 14
2026-05-16T19:54:07.259,2110000,0X02000300,EXT/DATA,2,0,0D 14
2026-05-16T19:54:07.259,2120000,0X02000300,EXT/DATA,2,0,0C 14
2026-05-16T19:54:07.259,2130000,0X02000300,EXT/DATA,2,0,0B 14
2026-05-16T19:54:07.259,2140000,0X02000300,EXT/DATA,2,0,0A 14
2026-05-16T19:54:07.259,2150000,0X02000300,EXT/DATA,2,0,09 14
2026-05-16T19:54:07.259,2160000,0X02000300,EXT/DATA,2,0,08 14
2026-05-16T19:54:07.259,2170000,0X02000300,EXT/DATA,2,0,07 14
2026-05-16T19:54:07.259,2180000,0X02000300,EXT/DATA,2,0,06 14
2026-05-16T19:54:07.259,2190000,0X02000300,EXT/DATA,2,0,05 14
2026-05-16T19:54:07.259,2200000,0X02000300,EXT/DATA,2,0,04 14
2026-05-16T19:54:07.259,2210000,0X02000300,EXT/DATA,2,0,03 14
2026-05-16T19:54:07.259,2220000,0X02000300,EXT/DATA,2,0,02 14
2026-05-16T19:54:07.259,2230000,0X02000300,EXT/DATA,2,0,01 14
2026-05-16T19:54:07.259,2240000,0X02000300,EXT/DATA,2,0,00 14
2026-05-16T19:54:07.259,2250000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.259,2260000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.259,2270000,0X14300300,EXT/DATA,2,0,14 00
2026-05-16T19:54:07.259,2280000,0X1C0C0300,EXT/DATA,1,0,5F
2026-05-16T19:54:07.259,2290000,0X02000300,EXT/DATA,2,0,FF 14
2026-05-16T19:54:07.259,2300000,0X02000300,EXT/DATA,2,0,FE 14
2026-05-16T19:54:07.259,2310000,0X02000300,EXT/DATA,2,0,FD 14
2026-05-16T19:54:07.259,2320000,0X02000300,EXT/DATA,2,0,FC 14
2026-05-16T19:54:07.259,2330000,0X02000300,EXT/DATA,2,0,FB 14
2026-05-16T19:54:07.259,2340000,0X02000300,EXT/DATA,2,0,FA 14
2026-05-16T19:54:07.259,2350000,0X02000300,EXT/DATA,2,0,F9 14
2026-05-16T19:54:07.259,2360000,0X02000300,EXT/DATA,2,0,F8 14
2026-05-16T19:54:07.259,2370000,0X02000300,EXT/DATA,2,0,F7 14
2026-05-16T19:54:07.259,2380000,0X02000300,EXT/DATA,2,0,F6 14
2026-05-16T19:54:07.259,2390000,0X02000300,EXT/DATA,2,0,F5 14
2026-05-16T19:54:07.259,2400000,0X02000300,EXT/DATA,2,0,F4 14
2026-05-16T19:54:07.259,2410000,0X02000300,EXT/DATA,2,0,F3 14
2026-05-16T19:54:07.259,2420000,0X02000300,EXT/DATA,2,0,F2 14
2026-05-16T19:54:07.259,2430000,0X02000300,EXT/DATA,2,0,F1 14
2026-05-16T19:54:07.259,2440000,0X02000300,EXT/DATA,2,0,F0 14
2026-05-16T19:54:07.259,2450000,0X02000300,EXT/DATA,2,0,EF 14
2026-05-16T19:54:07.259,2460000,0X02000300,EXT/DATA,2,0,EE 14
2026-05-16T19:54:07.259,2470000,0X02000300,EXT/DATA,2,0,ED 14
2026-05-16T19:54:07.259,2480000,0X02000300,EXT/DATA,2,0,EC 14
2026-05-16T19:54:07.259,2490000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.259,2500000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.259,2510000,0X14300300,EXT/DATA,2,0,28 00
2026-05-16T19:54:07.259,2520000,0X1C0C0300,EXT/DATA,1,0,5F
2026-05-16T19:54:07.259,2530000,0X02000300,EXT/DATA,2,0,EB 14
2026-05-16T19:54:07.259,2540000,0X02000300,EXT/DATA,2,0,EA 14
2026-05-16T19:54:07.259,2550000,0X02000300,EXT/DATA,2,0,E9 14
2026-05-16T19:54:07.259,2560000,0X02000300,EXT/DATA,2,0,E8 14
2026-05-16T19:54:07.259,2570000,0X02000300,EXT/DATA,2,0,E7 14
2026-05-16T19:54:07.259,2580000,0X02000300,EXT/DATA,2,0,E6 14
2026-05-16T19:54:07.259,2590000,0X02000300,EXT/DATA,2,0,E5 14
2026-05-16T19:54:07.259,2600000,0X02000300,EXT/DATA,2,0,E4 14
2026-05-16T19:54:07.259,2610000,0X02000300,EXT/DATA,2,0,E3 14
2026-05-16T19:54:07.259,2620000,0X02000300,EXT/DATA,2,0,E2 14
2026-05-16T19:54:07.259,2630000,0X02000300,EXT/DATA,2,0,E1 14
2026-05-16T19:54:07.260,2640000,0X02000300,EXT/DATA,2,0,E0 14
2026-05-16T19:54:07.260,2650000,0X02000300,EXT/DATA,2,0,DF 14
2026-05-16T19:54:07.260,2660000,0X02000300,EXT/DATA,2,0,DE 14
2026-05-16T19:54:07.260,2670000,0X02000300,EXT/DATA,2,0,DD 14
2026-05-16T19:54:07.260,2680000,0X02000300,EXT/DATA,2,0,DC 14
2026-05-16T19:54:07.260,2690000,0X02000300,EXT/DATA,2,0,DB 14
2026-05-16T19:54:07.260,2700000,0X02000300,EXT/DATA,2,0,DA 14
2026-05-16T19:54:07.260,2710000,0X02000300,EXT/DATA,2,0,D9 14
2026-05-16T19:54:07.260,2720000,0X02000300,EXT/DATA,2,0,D8 14
2026-05-16T19:54:07.260,2730000,0X03C30F0F,EXT/DATA,8,0,52 4E 45 54 53 49 4D 31
2026-05-16T19:54:07.260,2740000,0X0C140300,EXT/DATA,1,0,01
2026-05-16T19:54:07.260,2750000,0X14300300,EXT/DATA,2,0,3C 00
2026-05-16T19:54:07.260,2760000,0X1C0C0300,EXT/DATA,1,0,5E
2026-05-16T19:54:07.260,2770000,0X02000300,EXT/DATA,2,0,00 28
2026-05-16T19:54:07.260,2780000,0X02000300,EXT/DATA,2,0,00 27
2026-05-16T19:54:07.260,2790000,0X02000300,EXT/DATA,2,0,00 26
2026-05-16T19:54:07.260,2800000,0X02000300,EXT/DATA,2,0,00 25
2026-05-16T19:54:07.260,2810000,0X02000300,EXT/DATA,2,0,00 24
2026-05-16T19:54:07.260,2820000,0X02000300,EXT/DATA,2,0,00 23
2026-05-16T19:54:07.260,2830000,0X02000300,EXT/DATA,2,0,00 22
2026-05-16T19:54:07.260,2840000,0X02000300,EXT/DATA,2,0,00 21
2026-05-16T19:54:07.260,2850000,0X02000300,EXT/DATA,2,0,00 20
2026-05-16T19:54:07.260,2860000,0X02000300,EXT/DATA,2,0,00 1F
2026-05-16T19:54:07.260,2870000,0X02000300,EXT/DATA,2,0,00 1E
2026-05-16T19:54:07.260,2880000,0X02000300,EXT/DATA,2,0,00 1D
2026-05-16T19:54:07.260,2890000,0X02000300,EXT/DATA,2,0,00 1C
2026-05-16T19:54:07.260,2900000,0X02000300,EXT/DATA,2,0,00 1B
2026-05-16T19:54:07.260,2910000,0X02000300,EXT/DATA,2,0,00 1A
2026-05-16T19:54:07.260,2920000,0X02000300,EXT/DATA,2,0,00 19
2026-05-16T19:54:07.260,2930000,0X02000300,EXT/DATA,2,0,00 18
2026-05-16T19:54:07.260,2940000,0X02000300,EXT/DATA,2,0,00 17
2026-05-16T19:54:07.260,2950000,0X02000300,EXT/DATA,2,0,00 16
2026-05-16T19:54:07.260,2960000,0X02000300,EXT/DATA,2,0,00 15
2026-05-16T19:54:07.260,2970000,0X02000300,EXT/DATA,2,0,00 14
2026-05-16T19:54:07.260,2980000,0X02000300,EXT/DATA,2,0,00 13
2026-05-16T19:54:07.260,2990000,0X02000300,EXT/DATA,2,0,00 12
2026-05-16T19:54:07.260,3000000,0X02000300,EXT/DATA,2,0,00 11
2026-05-16T19:54:07.260,3010000,0X02000300,EXT/DATA,2,0,00 10
2026-05-16T19:54:07.260,3020000,0X02000300,EXT/DATA,2,0,00 0F
2026-05-16T19:54:07.260,3030000,0X02000300,EXT/DATA,2,0,00 0E
2026-05-16T19:54:07.260,3040000,0X02000300,EXT/DATA,2,0,00 0D
2026-05-16T19:54:07.260,3050000,0X02000300,EXT/DATA,2,0,00 0C
2026-05-16T19:54:07.260,3060000,0X02000300,EXT/DATA,2,0,00 0B
2026-05-16T19:54:07.260,3070000,0X02000300,EXT/DATA,2,0,00 0A
2026-05-16T19:54:07.260,3080000,0X02000300,EXT/DATA,2,0,00 09
2026-05-16T19:54:07.260,3090000,0X02000300,EXT/DATA,2,0,00 08
2026-05-16T19:54:07.260,3100000,0X02000300,EXT/DATA,2,0,00 07
2026-05-16T19:54:07.260,3110000,0X02000300,EXT/DATA,2,0,00 06
2026-05-16T19:54:07.260,3120000,0X02000300,EXT/DATA,2,0,00 05
2026-05-16T19:54:07.260,3130000,0X02000300,EXT/DATA,2,0,00 04
2026-05-16T19:54:07.260,3140000,0X02000300,EXT/DATA,2,0,00 03
2026-05-16T19:54:07.260,3150000,0X02000300,EXT/DATA,2,0,00 02
2026-05-16T19:54:07.260,3160000,0X02000300,EXT/DATA,2,0,00 01
2026-05-16T19:54:07.260,3170000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3180000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3190000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3200000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3210000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3220000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3230000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3240000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3250000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3260000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3270000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3280000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3290000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3300000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3310000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3320000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3330000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3340000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3350000,0X02000300,EXT/DATA,2,0,00 00
2026-05-16T19:54:07.260,3360000,0X02000300,EXT/DATA,2,0,00 00
